PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 
 2.521775e-01 -2.813556e+00 -3.017885e-01 -4.566789e-01  3.700434e-01 -4.812876e-02 -5.665675e-01  1.418822e-01  1.607906e-01  8.414560e-01 -4.718268e-01  2.928895e-01 -1.863279e-01  2.000000e+00
 1.069260e-01 -1.923496e+00  6.882069e-01  2.729525e-01  1.068084e+00 -3.711652e-02 -1.266633e-02  3.595101e-01 -8.152499e-01  4.531815e-01 -3.455188e-03 -9.816649e-03  3.038830e-01  2.000000e+00
 2.426169e+00 -1.253605e+00 -1.897674e+00 -8.672854e-01 -4.668258e-01  8.256270e-01  2.412624e-01 -6.361604e-01 -1.263882e-01  1.742811e-01  3.249432e-01 -3.021069e-01  3.084464e-01  2.000000e+00
 5.495394e-01 -2.215911e+00 -3.552268e-01 -1.359485e+00  2.161060e-01  5.708067e-01  9.632105e-01  1.930995e-01  4.875426e-01  4.643149e-01 -3.127090e-01 -1.612067e-02 -9.854911e-02  2.000000e+00
-7.375414e-01 -1.404993e+00  1.122180e+00 -1.201722e+00  4.287119e-01 -1.055485e-01 -2.044495e-01 -1.389547e+00  6.451058e-01  2.110251e-01 -3.791003e-01  1.403313e-01 -6.348676e-02  2.000000e+00
-1.332563e+00  2.526243e-01  5.330352e+00 -2.383651e-01  2.358373e-01 -7.987262e-01 -5.987130e-01 -1.773775e+00 -4.148620e-01 -2.511026e-01 -1.444356e-01  8.464353e-01  1.529109e+00  2.000000e+00
 1.173776e+00 -6.620991e-01  3.001754e+00 -1.162857e+00  3.317927e-01  1.176307e+00  6.108275e-01  2.495493e-01 -2.861462e-01  1.705629e-01  2.710069e-02 -1.263611e-03  1.450982e-01  2.000000e+00
 4.610345e-01 -6.165490e-01  4.820825e-01 -3.566663e+00  1.284591e-01  1.510959e+00  7.606160e-01  2.486461e-01 -4.712122e-01 -2.326103e-01 -2.004850e-01 -3.576277e-01  3.152100e-01  2.000000e+00
-9.757217e-01 -1.441504e+00  1.477070e+00 -3.779673e+00  4.984043e-01  1.189534e-01  1.802606e-01 -9.988871e-02  7.902575e-01  1.725609e-02  4.545041e-01  2.915243e-02 -1.603293e-01  2.000000e+00
 9.653741e-02 -2.104063e+00  4.336030e-01 -1.051728e+00 -3.105684e-01  1.098250e-01 -5.317646e-01 -8.394101e-01 -4.417817e-01  2.937038e-01 -3.873770e-01  4.976103e-02  2.962612e-01  2.000000e+00
-3.837888e-02 -1.263199e+00  6.856438e-01 -1.269304e+00 -3.520591e-01 -9.711686e-01 -8.144956e-01 -9.774745e-01 -5.182308e-01  4.450452e-01  1.871945e-02 -5.665259e-01  6.462319e-01  2.000000e+00
 1.592666e+00 -1.204745e+00  3.351721e+00  2.186607e-01 -6.389610e-01 -8.636984e-01  1.382255e-01  1.125405e-01  1.638080e-01  2.319308e-01 -3.508698e-01 -3.637510e-01  4.705299e-01  2.000000e+00
 4.782159e-01 -1.933387e+00  1.292861e+00 -6.850438e-01 -6.031508e-02 -6.822366e-01 -4.094210e-01  3.002508e-01 -4.142154e-01  6.075764e-01 -5.959732e-02 -6.106772e-01  4.609694e-01  2.000000e+00
 1.787790e+00 -1.147052e+00  7.805982e-01 -1.474619e+00 -5.027996e-01  9.926947e-01  3.176116e-01 -2.523783e-01  7.231243e-01 -8.521767e-02 -4.181161e-01 -2.582774e-01  1.058196e-01  2.000000e+00
 1.323369e+00  1.699099e-01 -1.176694e+00  1.497486e+00  2.298806e+00  1.524230e-01 -8.234945e-01 -2.742775e-01  1.735248e-01 -2.737542e-02  5.398530e-01 -1.022195e+00  3.413263e-01  3.000000e+00
 2.377793e+00  3.735289e-01 -7.217865e-01  3.073280e-01  1.335864e+00  7.180067e-01 -9.272044e-01  1.410892e-01  3.613974e-01 -4.721743e-01  5.495753e-01 -3.931512e-01  4.704678e-01  3.000000e+00
 2.928679e+00  2.631196e-01 -1.671683e-01  4.076236e-01  1.084746e+00  9.401053e-02 -1.599142e+00  5.714267e-01  3.504491e-01 -1.241045e-03  5.471419e-03 -5.194313e-01  6.142254e-01  3.000000e+00
 2.140772e+00  3.672191e-01 -4.520262e-01 -4.839106e-02  1.721775e+00  1.028738e+00 -1.005707e+00  2.865828e-01  4.185974e-01 -1.058180e+00 -5.941174e-02 -6.876249e-01  1.887825e-01  3.000000e+00
 2.363203e+00 -4.583419e-01 -1.098302e+00  8.543673e-01 -1.064005e+00 -1.426716e+00  3.385888e-01 -8.463027e-01  3.149925e-01  3.680180e-01  1.663003e-02 -6.660466e-01 -4.705676e-01  3.000000e+00
 3.055223e+00  3.524187e-01 -1.096032e+00  7.383154e-01 -7.356329e-01 -8.386908e-01  7.145543e-01 -7.468527e-01  9.924400e-02  1.916051e-01 -3.995979e-01  1.671955e-01  7.349906e-02  3.000000e+00
 3.904739e+00  1.541477e-01  2.212038e-01  9.042819e-03 -3.617084e-01  1.121647e+00  8.948170e-01 -2.024802e-01  1.199088e+00 -4.488229e-01 -1.935476e-01 -5.758571e-01  2.839004e-02  3.000000e+00
 3.925390e+00  6.578316e-01  1.707399e+00 -5.439494e-01 -5.358133e-01  8.881179e-01  1.461848e+00  6.247905e-02  6.447091e-02 -5.951865e-01 -4.399644e-01 -7.041011e-02 -1.627534e-01  3.000000e+00
 3.085572e+00  3.478615e-01 -1.023943e+00  7.114851e-02 -1.056370e+00  3.858689e-01  7.702159e-01  1.459203e-01 -5.266191e-01  1.385635e-01 -1.262536e-01 -8.394657e-02 -1.410845e-01  3.000000e+00
 2.367792e+00  2.911590e-01  1.238421e+00  7.466992e-01 -4.144101e-01  4.256468e-01  7.326955e-02 -3.308079e-01 -5.374552e-01 -8.227014e-02 -5.417923e-01 -2.199531e-01 -7.589009e-01  3.000000e+00
 2.770996e+00  2.859981e-01  6.079552e-01  8.768733e-01 -5.528644e-01  7.336892e-01  1.018349e-02 -4.335915e-01  1.517753e-01  7.414112e-01  4.159990e-01  5.265910e-02 -3.881971e-01  3.000000e+00
 2.280129e+00  3.714600e-01 -9.689099e-01  3.703929e-01 -3.371413e-01  9.102511e-01 -9.620838e-01  1.498575e-01  2.413788e-01  9.221600e-01 -7.943326e-02  2.370696e-01 -2.862676e-01  3.000000e+00
 2.977235e+00  4.878418e-01  9.442892e-01  1.033311e+00 -5.835008e-01  1.224220e+00 -2.309695e-01  3.197499e-01 -5.087047e-01  2.621771e-01  3.510642e-01 -2.456820e-01 -2.784057e-01  3.000000e+00
 2.368513e+00  4.809769e-01 -2.521726e-01 -6.692614e-01 -6.263251e-01  1.555951e+00  9.693314e-01  3.735187e-01 -5.139223e-01 -5.083391e-01  7.602891e-02 -2.805287e-01 -3.889979e-01  3.000000e+00
 2.203649e+00  1.156789e+00 -1.241623e+00 -3.179413e-01  1.683943e+00  3.301432e-01  9.331422e-03 -2.860874e-01  9.975774e-01 -2.099508e-01 -4.955474e-01  9.911227e-01  3.742887e-02  3.000000e+00
 2.618235e+00  5.615766e-01 -8.535533e-01 -2.749085e-01  6.492807e-01  4.460613e-01  5.750301e-01  3.979082e-01  3.225698e-01  7.595277e-01 -6.392828e-01 -8.633635e-01  2.756934e-02  3.000000e+00
 4.268598e+00  6.478435e-01 -1.454095e+00 -1.124991e+00 -3.585428e-01  1.612096e+00 -7.510885e-02  7.619186e-01 -9.846655e-02 -2.377757e-02  5.946986e-01 -6.579359e-01  2.899835e-01  3.000000e+00
 3.572564e+00  1.269123e+00 -1.104724e-01 -1.046956e+00 -5.220792e-01  5.984853e-01 -1.879357e-01 -4.201607e-01  4.229025e-01 -1.505095e-01 -2.214534e-01  2.802910e-01 -1.561670e-01  3.000000e+00
 2.799168e+00  1.566116e+00 -4.711987e-01 -6.255937e-01 -2.594411e-01 -5.516867e-01 -4.481999e-01 -1.225273e-01 -4.450150e-02  2.180655e-02 -1.782317e-01 -1.580630e-01 -2.350030e-01  3.000000e+00
 2.891503e+00  2.035316e+00 -4.945647e-01 -4.698303e-01  1.434830e+00 -1.780412e-01 -3.924129e-01 -4.592909e-02 -9.022286e-02 -6.088097e-01  7.636391e-02  3.518680e-01  7.482139e-01  3.000000e+00
 2.314209e+00  2.349738e+00  4.364506e-01  5.211277e-02  2.228142e+00 -7.656257e-02 -1.269857e+00  4.651563e-01 -3.037925e-01 -4.217521e-01  5.811492e-01 -1.767448e-01  7.379430e-01  3.000000e+00
 2.542658e+00  2.039530e+00 -3.113896e-01 -3.858832e-01  1.842326e+00 -9.772724e-01 -1.622614e+00 -2.689047e-01  1.473864e-01 -4.314380e-01  4.126229e-01  5.908004e-01  4.632704e-01  3.000000e+00
 1.807443e+00  1.523349e+00  1.358757e+00  1.888631e-01  1.744466e+00 -9.675621e-01 -1.537514e+00  7.926711e-02 -3.677370e-01 -3.022162e-01  4.579010e-01 -9.988592e-01 -2.226301e-01  3.000000e+00
 2.752381e+00  2.132916e+00 -9.619152e-01 -6.665060e-01 -4.756998e-01 -1.797044e+00  1.015541e+00 -3.707134e-01  1.326908e-02  9.570921e-02  1.209710e-01  4.426112e-01 -5.702254e-02  3.000000e+00
 2.729451e+00  4.087333e-01 -1.187056e+00  6.611801e-01  4.577455e-01 -1.876597e+00  2.327255e-02 -3.920897e-01  2.283067e-03  8.354693e-01 -3.586892e-01 -1.217083e-02  8.639029e-02  3.000000e+00
 3.594729e+00  1.797314e+00 -9.377234e-02 -1.265271e+00 -6.077509e-01 -1.913929e-01  1.414433e+00  1.973187e-01  1.741725e-01 -1.860663e-01 -5.777155e-01 -3.610022e-03 -8.642083e-03  3.000000e+00
 2.881697e+00  1.919803e+00 -7.801219e-01 -1.320999e+00 -5.696361e-01 -4.293944e-01  2.172429e-01  1.366168e-01 -3.483588e-01 -1.447803e-01  6.595787e-01  4.236774e-02 -1.760743e-01  3.000000e+00
 3.382614e+00  1.308186e+00  1.597520e+00  4.814839e-01 -6.689843e-01 -8.013051e-01  9.556693e-02 -1.074640e-01  4.291020e-01  3.095173e-01 -1.315535e+00  2.071445e-02 -2.153834e-01  3.000000e+00
 1.045233e+00  3.505202e+00  1.156775e+00 -9.326984e-01 -8.969184e-01 -3.275043e+00 -6.406561e-01  5.208668e-01 -9.406135e-01  3.508945e-01  2.810459e-01  8.801442e-02 -8.128866e-01  3.000000e+00
 1.605384e+00  2.399868e+00  5.470166e-01 -7.521879e-01 -9.924074e-01 -2.911265e+00 -7.090560e-01 -1.371408e-01 -1.890157e-01  7.972221e-02  3.657312e-01  8.549783e-02 -8.102755e-01  3.000000e+00
 3.134290e+00  7.360846e-01 -9.074275e-02 -9.778893e-01 -4.086607e-01 -3.978002e-01 -7.382298e-02 -1.090115e+00  1.553596e-01 -6.193075e-01 -4.659898e-01 -1.128595e-01 -3.179376e-01  3.000000e+00
 2.233855e+00  1.172159e+00 -1.010918e-01  1.162001e+00 -2.637054e-01  7.987855e-01  5.383640e-01  1.322312e-01 -5.540274e-01 -2.461267e-01  2.214370e-01 -1.018395e-01 -4.372759e-01  3.000000e+00
 2.839663e+00  5.544798e-01  8.019530e-01  8.953624e-01 -2.540846e-01  2.877563e-01  8.653214e-01 -2.512753e-01 -3.177144e-01  2.519116e-01 -6.822216e-03  3.157488e-01 -2.286032e-01  3.000000e+00
 2.590190e+00  6.960022e-01 -8.824502e-01  2.734574e-01  7.700632e-01  7.178176e-01  2.717337e-01 -2.598087e-01  3.385371e-01  2.241699e-01  2.120612e-01 -1.683273e-01  5.733049e-02  3.000000e+00
 2.941003e+00  1.550934e+00 -9.806345e-01 -1.543680e-02 -3.630580e-01 -4.898243e-01 -9.831617e-01  7.835869e-01 -3.553261e-01  7.632986e-03  7.348335e-02  4.764010e-01  1.009913e-01  3.000000e+00
 3.520102e+00  8.800443e-01 -4.647182e-01 -5.791559e-01 -6.670780e-01  4.575237e-01  5.207517e-01  1.072103e+00 -4.850711e-01  3.418023e-02  6.251150e-03  1.201364e-01  8.085984e-02  3.000000e+00
 2.399342e+00  2.585064e+00  4.270216e-01  1.838166e-01  4.464019e-01 -5.679043e-01  3.570136e-02  6.713512e-01 -1.675344e-01 -8.634197e-01  9.717099e-02  7.974034e-01 -9.023869e-02  3.000000e+00
 2.920845e+00  1.270862e+00 -1.209945e+00 -2.944853e-01 -2.665979e-01 -3.801408e-01 -6.425083e-01 -5.513564e-04  5.011175e-01 -5.983365e-01 -7.542555e-02  1.076619e+00 -1.126735e-01  3.000000e+00
 2.175277e+00  2.071693e+00  7.616341e-01  3.884974e-01  3.588613e-01 -6.277968e-01 -7.512033e-01  9.234687e-01  1.095246e-01  2.160250e-01  2.245804e-01  1.526518e-01 -1.480780e-01  3.000000e+00
 2.374230e+00  2.581386e+00  1.414055e+00 -5.868465e-01  1.124824e+00  9.808780e-01 -9.278553e-01  2.931779e-01  2.518568e-03 -7.067958e-01  1.519622e-01  2.508946e-01 -3.949137e-01  3.000000e+00
 3.202583e+00 -2.505424e-01 -8.447462e-01  2.164548e-01  6.073819e-01  3.942656e-01 -2.910283e-01 -5.812666e-01  5.954436e-01  1.544897e-01  1.986155e-01  2.447545e-01 -2.383056e-02  3.000000e+00
 3.667573e+00  8.453632e-01 -1.335653e+00  1.248238e-01 -4.847445e-01 -8.555458e-01 -1.022755e+00 -6.741852e-01 -2.056524e-02 -2.726006e-02  1.286272e-01  8.023284e-01  2.589563e-02  3.000000e+00
 2.458620e+00  2.187627e+00 -9.161965e-01 -1.797429e-02 -6.992371e-01 -6.789398e-01 -8.268666e-01  2.956820e-01 -3.259169e-01  2.733875e-01  6.070105e-01  9.836331e-02 -2.584692e-01  3.000000e+00
 3.361043e+00  2.210055e+00 -3.416059e-01 -1.055549e+00 -5.725488e-01  1.105669e+00  9.557199e-01  1.456865e-01  2.243437e-02 -3.032619e-01 -1.388360e-01  1.703055e-01 -1.141047e-01  3.000000e+00
 2.594637e+00  1.752286e+00  2.069974e-01 -3.485133e-01  2.543457e-01  2.639093e-02  1.464803e-01  5.508731e-01  9.769379e-02 -2.054811e-01 -2.574715e-01 -2.786450e-01 -1.868442e-01  3.000000e+00
 2.670307e+00  2.753133e+00 -9.382951e-01 -3.111570e-01  1.267779e+00 -2.722998e-01  6.773248e-01 -4.689153e-02 -1.218709e-03 -2.472997e-01 -5.110504e-01  6.968009e-01  7.187494e-02  3.000000e+00
 2.380303e+00  2.290884e+00 -5.491471e-01  6.863484e-01  8.116656e-01 -1.175467e+00  6.321919e-01 -3.897294e-01 -5.728608e-02  4.901070e-01 -2.989786e-01  3.388648e-01 -2.180425e-02  3.000000e+00
 3.199732e+00  2.761131e+00  1.011062e+00 -5.952241e-01 -8.926745e-01 -2.952593e-01  5.725107e-03  2.920898e-01 -7.395742e-01 -1.176372e-01  2.293175e-01 -1.882569e-01 -3.230534e-01  3.000000e+00
