PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 PC21 PC22 PC23 PC24 PC25 PC26 PC27 PC28 PC29 PC30 PC31 PC32 PC33 PC34 PC35 PC36 PC37 PC38 PC39 PC40 PC41 PC42 PC43 PC44 PC45 PC46 PC47 PC48 PC49 PC50 PC51 PC52 PC53 PC54 PC55 PC56 PC57 PC58 PC59 PC60 PC61 PC62 PC63 PC64 PC65 PC66 PC67 PC68 PC69 PC70 PC71 PC72 PC73 PC74 PC75 PC76 PC77 PC78 PC79 PC80 PC81 PC82 PC83 PC84 PC85 PC86 PC87 PC88 PC89 PC90 PC91 PC92 PC93 PC94 PC95 PC96 PC97 PC98 PC99 PC100 
 2.442608e+00  3.033144e+00  3.210210e+00 -9.380273e-02  1.624542e+00  1.357368e+00 -1.572792e+00 -2.237076e-01  4.245845e-02 -7.550496e-01 -2.374414e+00  8.663249e-02 -2.081921e+00  2.377984e+00  5.424270e-01 -2.848734e-01 -3.148378e-01 -1.334953e+00 -1.939772e+00 -3.951801e-01  6.656331e-01  1.849357e+00  2.405682e+00 -8.151218e-01  3.033643e-01 -2.675480e-01  2.450353e+00 -1.200907e+00 -1.110620e+00 -9.784857e-01  9.903730e-01 -2.666510e-02 -9.691882e-01 -1.015758e-01 -1.186378e+00  9.500440e-01  1.118020e+00 -8.192761e-01 -1.190026e+00  2.136795e-01 -7.685849e-01 -2.134101e-01  9.625195e-02  4.765271e-01  9.138090e-01 -7.071671e-01 -9.861146e-02 -7.838414e-01 -4.198864e-01  4.441731e-01  1.500801e+00  7.686927e-01  2.794577e-01  1.836436e-01  3.320514e-01 -1.069077e-01 -1.362586e-01 -9.593942e-01 -6.505423e-01 -2.075455e-01 -2.291491e-01  6.598532e-01  2.386221e-01 -8.379237e-01 -8.148437e-01  2.541239e-01 -5.622222e-01 -3.810565e-01  6.026938e-01 -2.777293e-01  4.730926e-01 -4.819749e-01  4.970340e-03  4.747899e-01 -2.960914e-01 -2.508412e-01 -4.533653e-02 -5.067187e-01  3.069865e-01  2.220402e-01  8.483528e-02  7.146597e-01 -1.295658e-01  7.424938e-02  1.908049e-01 -4.161151e-02  1.723049e-01 -4.164343e-02  2.247924e-01 -1.498699e-01 -2.659117e-01 -6.061255e-01  3.049260e-01  1.362014e-01  1.268001e-01  4.434056e-02 -9.685685e-02  1.147572e-01 -2.609472e-01 -2.928695e-02  2.000000e+00
 2.187165e+00 -3.103716e+00  3.288947e+00 -2.211737e-01 -1.189584e+00  9.662084e-01  1.714217e-01  1.111465e+00 -1.007074e+00  1.514932e+00 -9.034277e-01  1.173667e+00  1.759745e+00  7.027402e-01  1.733631e+00  5.694272e-01  1.740126e+00  1.353108e+00 -1.227975e+00  8.212648e-01  2.047456e+00 -1.835960e-01  1.627114e+00 -7.048499e-01 -1.903976e+00 -3.855148e-01  2.217800e-01  9.427897e-01 -9.646126e-03  1.650655e+00  7.089005e-01 -1.447286e-01  4.108483e-01  1.995598e+00  1.197503e+00 -6.924770e-01 -6.413408e-01  4.280937e-01 -9.459361e-01  5.584937e-01 -8.915071e-03 -1.993762e-01  8.033672e-01 -1.184662e-01 -1.091492e+00  3.255778e-01  2.267500e-01  1.510721e+00 -1.319965e-01  1.165974e+00 -3.761809e-01  3.437423e-01  6.112600e-01  1.281293e+00  9.480307e-01 -6.772955e-01  6.697252e-01  5.242324e-01  1.829395e-01  1.000690e+00 -2.081381e-01  4.443440e-01  8.181940e-01  7.624860e-01 -8.665910e-01 -1.820129e+00  1.751585e-01  5.662385e-01  1.969455e-01 -4.852112e-02 -3.936556e-01 -1.819431e-01  1.699937e-01  2.377462e-01 -1.807710e-01 -6.243217e-01 -8.516871e-02  3.634864e-01 -6.518084e-01  1.567016e-01 -1.238478e-01 -4.519123e-01 -2.560896e-02 -4.643130e-01  1.390157e-01 -2.227158e-01  2.805414e-01 -2.094739e-01 -4.724856e-03 -2.665696e-01 -6.580534e-02 -6.603974e-02  2.726656e-02  3.542392e-01 -1.332642e-02 -1.437211e-02  1.079690e-01  6.159295e-02 -1.151880e-01 -3.799567e-03  2.000000e+00
 1.930161e+00  1.178647e+00 -2.108291e+00 -4.029919e+00 -4.385876e-01 -1.607144e+00 -1.811212e-01  1.509649e-01 -3.563856e-01  5.752057e-01 -2.234256e+00  1.786493e+00 -2.421964e+00 -3.292365e-02  1.028854e+00 -5.237332e-01 -1.278308e+00 -1.023406e-01 -2.115888e+00  1.577146e+00 -1.552997e+00  2.288772e+00  3.554088e-01 -1.774866e+00 -5.760798e-01 -2.011111e+00 -1.390577e+00  1.468137e-01 -2.044243e+00  1.919675e-02 -5.332503e-01 -3.931309e-01  1.158587e+00  4.944317e-01 -8.045193e-01 -1.655953e-01  1.227255e+00 -4.815553e-01  3.726830e-01 -2.192832e-01  1.511269e+00 -3.460340e-01 -3.433144e-01 -2.503403e-01  2.157593e-01 -8.839203e-01  4.894830e-01 -2.666163e-01 -1.744556e-01  7.215345e-01  8.359625e-01 -2.218832e-01  2.384663e-01  1.034538e+00  1.176199e+00 -5.120227e-01  4.772935e-01 -4.810764e-01  4.512204e-01 -4.334799e-01  8.758658e-01  2.919342e-01 -7.823167e-02 -5.885932e-01  6.633853e-01  7.221495e-02  8.859364e-01 -5.702865e-01  2.357524e-01 -2.400083e-01  2.233332e-01  6.915253e-01 -3.374903e-02 -1.757015e-01  1.724473e-02  5.438155e-01  7.801383e-02 -1.627125e-01  2.666761e-01 -3.545318e-01  7.452471e-02 -6.074928e-01  6.726958e-01  2.524528e-02  5.920528e-01  2.544969e-01 -2.348044e-01 -2.998428e-01 -1.984710e-01 -2.508402e-01 -1.575710e-01  3.069197e-01 -3.336081e-01  2.109114e-01  9.489398e-03 -2.713024e-01 -3.172743e-01 -1.934393e-01 -2.312817e-03 -6.703290e-02  2.000000e+00
 5.775246e-01  4.305402e+00  1.808042e-01 -2.056514e+00 -2.788698e+00  1.564244e+00  8.095161e-01  2.837291e+00  3.341609e+00 -8.122670e-01 -1.505574e+00  5.637465e-01 -1.674619e+00  1.561993e+00  7.467487e-01 -1.755841e-01  5.158629e-01  2.286771e-02  3.069285e+00 -1.298264e+00  5.817762e-01 -1.129807e+00  6.422902e-01 -9.587552e-01 -3.098602e-01 -1.570726e-01 -1.705277e+00 -9.213080e-01 -7.558319e-01  4.699179e-01  2.150807e-02 -1.249316e+00  9.690998e-01  5.975182e-01 -4.577714e-01  1.346647e-01  3.848817e-01  1.223476e+00  2.459861e+00 -9.737823e-01 -1.428855e-01 -1.074776e+00  3.635698e-01  9.700993e-01  1.515292e-01 -5.127182e-01  1.201609e+00  1.152495e-01 -3.319560e-01 -7.207563e-01 -1.924818e-01  7.240527e-01  3.240223e-02 -9.369096e-01  1.566297e+00  5.281028e-01  5.812884e-01 -5.901204e-01 -3.046935e-01 -3.376160e-01 -6.669782e-01 -4.261977e-02  5.672796e-01  5.264046e-01  1.275408e+00 -4.633008e-01 -4.823246e-01  5.961977e-01 -1.697141e-01  1.572643e-01  3.960240e-01 -6.082321e-01  3.202614e-01 -6.881730e-01  6.500493e-01  2.646786e-01  2.443407e-01  6.654424e-01  7.143666e-01 -1.042906e-01 -1.341917e-01  8.375022e-02  1.119811e-01 -7.157770e-02  1.547255e-01  3.218324e-02  8.756533e-02  6.280465e-02  2.681953e-01  1.292816e-01 -7.717738e-02 -1.651505e-02 -1.142122e-01 -1.024817e-01 -3.387091e-01 -3.786761e-01 -6.386248e-02 -2.402334e-02 -3.457399e-02  9.409347e-03  2.000000e+00
 3.308357e+00  8.426304e-01 -1.302992e+00  5.105647e-01 -1.586097e+00 -1.211229e+00  2.171857e+00 -1.097000e+00  1.161407e+00 -2.359447e+00 -2.024537e+00  2.499689e+00 -5.164844e-01 -1.309741e+00  1.132234e+00 -3.722736e-01 -1.301967e+00 -2.870346e-01  1.775531e-01 -6.385081e-01 -7.367466e-01 -3.676314e-01 -2.350124e+00  3.363102e-01  2.740833e+00  6.649347e-02 -1.840109e+00 -1.027258e+00 -1.283275e-01 -8.926645e-01  1.891472e+00  2.408056e-01 -1.085406e+00 -5.200536e-01 -2.045977e-01 -1.589357e-01  5.464416e-02  1.286038e+00  6.193724e-01  9.213145e-02 -3.068946e-01  9.641000e-01  1.837546e+00  1.076751e+00  4.808903e-02 -1.501454e+00 -2.513184e-01  1.886716e-01 -6.333655e-01 -2.815082e-01  1.475493e-01 -5.734938e-01 -5.590808e-01 -6.602204e-01  4.489685e-01  6.827243e-01  3.379172e-02 -6.859487e-01  7.279944e-01  1.132822e+00 -9.167940e-02 -3.690963e-02 -5.218757e-01  1.862085e-01 -2.591445e-01  2.965015e-01 -9.013040e-02 -1.229194e+00 -4.806977e-01  7.102830e-01 -8.090124e-02 -1.467217e-01 -9.902676e-02  1.170372e-01  5.372634e-03  3.816037e-01  3.158734e-01  7.729905e-02 -1.774366e-01 -4.956951e-01 -2.893938e-01  2.356747e-01 -2.165276e-01  2.934007e-01 -1.033579e-01  1.601213e-01 -2.821186e-01 -1.021177e-01 -1.136854e-01 -8.808920e-02 -1.995354e-01  1.800690e-01  2.813663e-02  2.260428e-01  5.775623e-03  1.543799e-01  6.200087e-02  1.015166e-01  2.105808e-01 -2.111062e-02  2.000000e+00
 2.621454e+00  3.347531e+00 -4.618322e-01 -5.484040e-02 -9.005723e-01  7.469048e-01  2.660220e+00  2.559532e+00 -1.239145e-01 -4.075975e-01 -1.948323e-01  2.876617e-01  1.712363e+00 -7.581883e-01  7.179971e-01 -6.047713e-01 -9.181640e-01 -3.352733e-01  2.127181e-03 -1.505325e-01  1.017480e-01 -2.294816e-01 -1.750033e+00 -3.356178e-01  2.201380e-01  8.075704e-01  1.771765e-01 -4.448258e-01 -1.541920e+00 -3.621413e-01 -3.442678e-01  1.253230e+00 -1.082907e+00  6.144705e-01 -6.924983e-01 -1.299694e+00  5.644647e-01 -1.247094e+00 -7.839697e-01 -1.176599e-01  5.865710e-01  3.509906e-01 -2.598845e-01 -7.696800e-01 -8.062374e-01 -1.845113e-01 -7.936794e-01 -5.852153e-01  4.655362e-01  9.446639e-03 -3.521411e-01 -2.746230e-02 -4.928344e-01 -5.057591e-01  3.751105e-01  3.538201e-01  4.919628e-01  4.845237e-01  3.484732e-01 -3.644168e-01  9.657936e-01 -6.649808e-01  6.997204e-01  7.160252e-01  7.282366e-01  7.870481e-01  1.198421e-01 -3.621296e-01  3.767288e-01  1.445487e-01 -9.263520e-01 -5.477123e-01 -2.714499e-01 -3.232516e-02  1.413063e-01 -4.935228e-01 -1.562067e-01  6.374964e-01  5.206054e-01  1.845906e-01 -1.368734e-01 -4.124169e-01 -2.629055e-01 -3.361470e-01 -2.467902e-01  1.207748e-01  1.526546e-01  2.437467e-01  6.123719e-01 -3.677827e-01 -3.385967e-01 -1.250514e-01  2.220375e-01  1.866363e-01 -2.630518e-02  2.619320e-01 -9.291551e-02  5.593490e-02  3.844601e-02  2.908133e-03  2.000000e+00
-3.975625e+00  9.574005e-02 -1.824912e+00 -7.021151e-01 -2.747360e-01  4.004189e+00 -5.656795e-01  9.937358e-01  2.310627e+00 -2.516566e-01  3.731835e-01  3.872832e-01 -5.561270e-01  2.303029e+00 -1.880978e+00  1.422065e+00 -1.535519e+00 -5.095458e-01  7.217509e-01 -6.610373e-01 -3.951275e-01 -1.288831e+00 -9.410055e-01  1.261269e-01  3.579799e-01  6.300259e-01  4.038423e-01 -1.280356e-01 -2.003372e-01  8.240284e-01  6.305103e-01  9.553059e-01  1.608467e+00  6.252174e-01  2.597199e+00 -1.297921e-01  1.419679e+00  1.339231e+00 -3.095510e-01  3.391511e-01 -5.635362e-02 -2.130600e-01 -8.270000e-01  4.207074e-01 -9.955024e-02  9.800572e-01 -7.554972e-01  5.190128e-01  2.063058e-01  5.405442e-01 -1.663852e+00 -4.193429e-01 -7.658257e-01  1.318763e+00  5.616974e-02  8.981067e-01 -5.106148e-01 -3.799752e-01  4.454968e-01 -9.556421e-01  4.668484e-02 -4.963719e-01  1.003374e+00 -2.846538e-01  8.315495e-02  1.072471e-02  2.016613e-01 -1.020425e+00  1.011048e+00  1.228301e+00 -4.667265e-01  2.648359e-01 -7.694176e-01 -2.010236e-01  1.151463e-01  6.631180e-01  2.732719e-01 -2.691141e-01 -5.768042e-02  2.313746e-01  1.128639e-01  3.637173e-01  2.117503e-01 -2.765095e-01  3.825200e-01 -4.864185e-02 -1.507544e-01 -7.449228e-01 -2.194658e-03 -4.243691e-01  2.274052e-02 -1.484816e-02 -1.850558e-02  8.359074e-02  3.593862e-02 -1.322953e-01  1.979303e-02 -6.176833e-02 -4.488570e-03  2.197873e-02  2.000000e+00
-1.206849e+00 -4.579332e-01 -3.076594e+00 -2.598321e-02  5.654279e-01 -9.495002e-01 -7.010021e-01  5.177151e-01 -2.890670e+00  8.305996e-01  1.760849e+00 -2.258530e+00  9.101030e-01  2.477833e+00  2.941932e-01  1.520071e-01 -1.919430e+00 -1.255031e+00  2.862260e+00 -3.613707e-01 -1.092688e-01  2.147151e+00  3.944959e-01 -1.577675e+00 -3.158819e-01 -1.500166e+00 -1.331186e+00  3.422100e-01  9.892640e-01  3.302610e-01 -9.372355e-01  1.130267e+00 -3.403273e-01  1.038096e+00 -9.408947e-02  4.212472e-02  9.703123e-01  4.349931e-01  6.120190e-02 -1.526142e+00 -3.561124e-01  8.024581e-01  7.984650e-01 -3.251100e-01 -8.818282e-01  4.638213e-03 -4.196201e-01  2.265887e-01 -2.302481e-01  1.110628e+00  4.557076e-01  1.211685e+00 -1.117681e+00  8.999600e-01  2.922034e-01 -6.970521e-01 -3.556457e-02  3.556623e-02 -5.217633e-01  8.542824e-01 -4.491900e-01  4.842220e-01  1.179671e+00  7.354444e-01  7.016321e-01  6.344750e-01  9.195334e-02  7.160702e-01  8.597078e-01 -3.265958e-01 -3.839596e-01 -6.758505e-02 -6.299230e-01 -2.093392e-01  2.712563e-01  1.811284e-01  1.675097e-01  1.582768e-01 -3.931353e-01  3.383905e-01  4.295886e-01  4.932285e-01  1.739609e-03  7.005693e-02  1.706712e-01  1.250677e-01  2.138861e-01  9.364465e-01 -9.300790e-02  3.279411e-01 -1.626950e-01 -1.519766e-01  1.702848e-01  1.900450e-02 -1.781150e-01  5.927748e-03 -2.241856e-01 -1.066235e-01 -2.747905e-02 -2.010477e-02  2.000000e+00
-6.014020e+00  3.655205e-01 -3.765414e+00  1.983245e+00  1.669335e-01  3.153660e+00  5.177620e-01  8.674515e-01  7.732366e-01  1.554847e+00  8.722513e-01 -9.329828e-01  1.409136e+00 -2.384462e+00  6.563313e-01 -7.122571e-01 -9.561916e-01 -9.414793e-01 -8.699735e-01  6.677791e-02  9.299481e-02 -9.839929e-01  7.701398e-01  2.958607e+00  1.905746e+00 -6.234118e-01 -6.965563e-01  8.530984e-02  1.165333e+00  2.439037e+00 -7.465593e-01  4.776080e-01 -2.325860e+00 -4.668573e-01 -4.958228e-01 -2.325446e-03  3.287431e-01  5.605499e-01  5.262292e-01 -2.822252e-01  1.143199e+00 -1.206699e+00 -1.102041e-01  9.684181e-01 -3.059385e-01  1.215426e+00 -5.201617e-01 -1.305643e+00 -8.051179e-02  4.718987e-01  8.277635e-02  2.056670e-01 -5.503891e-01 -4.874355e-01 -5.761249e-01 -1.099319e-01 -4.339283e-01 -2.994011e-01 -1.327709e+00 -3.234629e-01 -3.605507e-01  5.009052e-02  7.374341e-01 -6.597581e-01  7.522156e-02 -3.651838e-01  2.457656e-01 -1.375542e+00  8.995435e-01 -6.124132e-02 -2.934701e-01  4.267254e-01  6.911409e-01 -8.139380e-01  1.445593e-01 -5.374807e-01 -2.327944e-01  7.909469e-02  5.186179e-01  2.918962e-01 -1.906681e-01 -2.992310e-01  3.693880e-01  4.817806e-02  1.850524e-01 -1.176481e-01  2.413096e-01 -6.637465e-02 -3.991433e-02  2.450119e-01  2.694109e-01 -1.368189e-01 -1.342988e-01 -1.711052e-01  1.177000e-01  1.432282e-01 -2.450239e-01  4.366151e-02 -1.021145e-01 -1.530136e-02  2.000000e+00
-2.002752e+00 -2.250556e+00 -3.654515e-01  4.703989e+00  3.749848e+00 -4.790658e-01 -3.697768e+00  1.627023e+00  6.466095e-01  1.536711e+00  1.448185e+00  3.626475e+00 -2.050294e+00  5.593632e-01  1.477540e-01  1.718320e+00 -1.637927e+00  3.285096e-01  3.355341e-01  2.359953e+00  1.486925e-01  1.314064e+00  1.100690e-01  1.369049e+00 -6.853143e-02  7.081854e-01 -6.908959e-01  9.518347e-01  6.261109e-01 -2.102954e+00 -4.209963e-01 -1.532552e+00 -5.092941e-01  1.309371e-01  1.195735e+00  8.478491e-01  1.138722e+00  8.701284e-02 -4.873790e-01  1.005378e+00  4.396549e-01 -1.262441e+00 -7.266404e-02  9.642097e-02 -3.584928e-01  1.774695e+00 -2.456782e-02  1.628546e-01 -6.534579e-01 -5.810444e-01  6.111635e-01  9.275201e-02  9.418281e-01 -1.777900e+00  4.143710e-01  2.250275e-01 -6.193343e-01 -3.559075e-01 -7.235658e-01  1.035984e+00  1.113409e-01  5.563065e-01  8.214310e-02  4.823130e-01  5.778527e-01  1.854932e-01 -1.003711e+00 -2.936413e-01 -3.293806e-01  2.045161e-01  6.782928e-01  3.154336e-01  2.137930e-01  2.304900e-01  3.093207e-01 -5.043162e-01 -2.184981e-01  1.552326e-01 -1.453819e-01 -3.933174e-01 -3.382034e-01  2.333337e-01 -1.253089e-01 -1.157427e-01 -6.000331e-01  2.131629e-01 -1.579847e-01  2.864694e-01 -1.808786e-01 -2.818618e-01 -4.597260e-01 -6.679231e-02 -1.149019e-01  5.591113e-02  3.736162e-02 -1.918213e-01  1.030365e-01 -1.980738e-03 -5.168789e-02  4.779892e-02  2.000000e+00
 2.244206e+00 -1.107453e+00  4.800775e-01  2.083092e+00 -2.225808e-01  9.519050e-01  6.933450e-01 -2.810906e+00  4.745932e-02  7.927062e-02  4.332957e-01 -5.472454e-01  1.607075e+00 -3.664403e-01 -2.905045e+00 -3.219500e+00  8.791891e-01  1.045846e-01 -1.250816e-01 -5.765451e-01 -6.537091e-01  3.982528e-01 -1.243612e+00  1.361367e+00 -3.859355e-02  5.237461e-03  1.505407e+00 -4.529189e-01  1.206278e+00 -1.964511e+00  6.958414e-02  9.389849e-01 -1.265045e+00 -1.249327e+00 -2.941126e+00 -9.226136e-02 -1.592060e-02  5.346511e-01 -4.776391e-01  5.801923e-01 -3.692957e-01 -1.041977e+00 -5.977733e-01 -9.952131e-01 -2.747197e-01  1.276255e+00 -6.849459e-02  1.055601e+00 -6.127369e-01 -4.005340e-01 -2.448645e-01 -1.001825e+00 -7.388551e-01 -1.060878e+00  1.628121e+00 -6.857614e-01  6.453124e-01  4.361163e-01  1.285587e+00  1.663850e-01 -1.297088e-01  2.990573e-01  5.316157e-01  2.282261e-01  2.431866e-01  9.650578e-01 -5.564268e-02  1.569213e-01 -1.923828e-01  2.730994e-02 -1.518619e-02  4.042164e-01  8.373907e-01 -4.551843e-01 -3.215922e-01  9.746946e-02 -7.848444e-01 -9.241182e-01  9.265280e-02  1.070229e-02  1.613414e-02 -1.876980e-01  2.358484e-01  4.498630e-01  6.045643e-02 -1.202676e-01  1.197485e-02 -6.259763e-02 -5.280861e-01 -2.268742e-01 -7.360183e-02 -2.570469e-01  3.234267e-02  3.954102e-02  1.113106e-01 -2.527226e-01 -5.786000e-02  9.703138e-02 -4.274333e-02 -2.306101e-02  2.000000e+00
-8.826048e-01 -2.126459e+00  4.800563e+00  9.332999e-01 -1.178723e+00 -8.982469e-01 -2.878544e+00  7.564962e-01  4.515170e-01 -2.339409e+00 -3.419919e-01 -1.352541e+00  2.899230e+00 -3.966231e-01 -3.211210e+00  2.491347e+00  3.607650e-01 -8.909628e-01  1.335177e+00  1.854768e-01  6.179890e-01 -5.737707e-01  1.081959e+00  3.772147e-01  1.838385e+00  3.529679e-02  1.176836e+00 -2.250933e-01 -3.666820e-01 -1.280959e+00  7.485221e-01  3.006254e-01 -6.288851e-01  1.644411e-01  3.030892e-01 -1.030095e+00 -4.925930e-01 -1.180384e+00  5.604041e-01  1.337113e+00  8.413664e-02 -1.053712e+00 -3.224212e-01  3.681867e-01 -7.709384e-01 -1.851239e+00  1.336936e-01  1.684947e+00 -1.391697e+00  1.170295e+00 -2.520101e-01 -1.925817e-01 -8.270208e-01 -1.246232e+00  8.093946e-02 -6.517860e-01 -6.760253e-01  1.601968e-01  5.676450e-01 -5.097270e-01  1.897585e-01  1.522320e+00  9.306181e-01 -2.344743e-01  7.121950e-01  5.249686e-02 -4.116806e-01  5.523205e-01  1.803848e-01  5.663441e-01  4.065307e-01 -2.617271e-01  4.024540e-01 -2.658006e-01  4.492191e-01  4.631031e-01  5.123080e-01  3.971278e-01 -2.620504e-01  6.404430e-01  9.578049e-02  7.063099e-02  4.745788e-01 -2.697168e-02  3.353425e-01 -5.839176e-01  4.298231e-01 -1.358811e-01  1.860519e-01 -3.044633e-02  3.523294e-01  1.300095e-01 -1.777623e-01  2.276438e-01 -9.419391e-02 -6.773245e-02 -3.559744e-02 -1.452809e-01  1.087104e-01  4.459656e-02  2.000000e+00
-1.158617e+00  8.223411e-01 -1.090157e+00 -4.046370e+00  3.194643e+00 -1.278492e+00 -5.852997e-01  1.500880e+00 -2.087686e-01  1.919658e+00  1.043884e+00 -3.373687e-01 -9.383300e-01 -1.917667e+00  2.992140e-02  5.137688e-01 -1.752131e+00 -1.925306e+00  4.519673e-01 -5.020599e-01 -1.281379e+00  6.339545e-01 -2.173792e+00  1.298139e+00  3.116270e+00  2.580154e+00  8.144139e-01  1.469057e+00 -1.940291e-01 -1.665920e+00 -7.639634e-01 -2.654215e-01  8.160073e-02 -9.622804e-01 -4.022030e-01  3.930850e-01 -7.803316e-01  1.114322e+00 -4.824506e-04 -1.981895e-01 -6.235272e-01 -3.602259e-01  2.054568e-01  1.260215e+00  4.066572e-01  1.111741e+00  3.528921e-01  9.668021e-01 -8.241428e-02 -7.779463e-01  2.309640e-01 -5.503107e-01 -4.974882e-01  2.269758e-01 -1.568800e-01  9.640514e-01  2.645491e-01 -1.126329e+00 -4.731118e-01  1.928336e-01  9.688156e-01  3.068708e-02 -1.003564e-02 -7.939222e-01  1.588622e-01 -5.150556e-01  2.356666e-01  5.275095e-01  2.921133e-01  3.002803e-01 -1.928276e-01 -6.927315e-01 -1.104098e-01 -4.341490e-01 -1.199123e-01  4.529940e-01 -4.897813e-01  3.608312e-01  3.234290e-01 -1.040142e-02 -1.317247e-01 -9.769838e-01  2.956040e-01 -8.471988e-02 -3.242497e-01 -2.285987e-01 -1.774530e-01  5.186628e-02 -1.320094e-01  4.335742e-02  1.528635e-01 -1.326177e-01  1.148194e-01  1.025423e-01 -1.291844e-01 -9.278272e-02 -7.962303e-02 -1.392673e-01  6.086655e-03  1.455514e-02  2.000000e+00
-2.761163e+00  1.735784e+00 -4.627073e+00  2.020519e+00  1.927403e-01 -1.375515e-01 -9.296027e-01 -5.049765e-01 -1.701046e+00 -2.025565e+00 -7.368796e-01  4.626258e-01 -1.284403e-02  9.986775e-01 -5.223549e-01  1.614384e+00 -2.430291e+00  1.182874e+00  7.890366e-01 -6.158467e-01  4.266837e-01 -1.785140e+00  6.735082e-01 -2.072442e+00  8.630334e-01  9.678402e-02 -1.387179e-01 -1.514981e-01  7.018074e-01 -1.283586e-01  1.678912e+00  2.207984e-01  5.106801e-01 -2.313832e+00 -4.200720e-01 -1.157448e+00 -1.834407e-01 -1.694613e+00 -1.314399e+00  2.851646e-01 -1.060203e+00  1.164741e+00  3.531412e-01 -7.548873e-01 -1.839588e+00  1.353986e+00  1.343208e+00  1.255032e+00  5.299453e-02 -4.876594e-01 -5.215843e-01  8.431128e-01 -1.758753e-01 -4.989172e-01 -2.273874e-01 -7.550083e-01 -6.488137e-02 -4.813122e-01  5.221662e-01 -5.319394e-01  2.163513e-01 -8.435946e-01 -3.586124e-01  9.788295e-01  3.498304e-01  2.098356e-01 -5.106238e-01 -6.223408e-01  1.224620e-01 -9.218593e-01  7.493408e-01 -4.928901e-01 -5.419300e-02  3.363816e-01  1.985333e-01 -5.835137e-01 -8.989469e-02  2.103046e-01  7.012960e-02 -2.695119e-02  3.778608e-01 -3.036899e-02  6.158932e-04 -2.579612e-01 -9.035090e-02 -2.612772e-01  2.866920e-01 -4.767825e-01  4.629273e-02  1.226452e-01  1.591837e-02 -7.939350e-02  2.650186e-01 -1.465680e-01  4.125017e-01 -4.054533e-02  1.763586e-01  1.909317e-03  3.540044e-02 -7.104420e-02  2.000000e+00
-6.680789e+00  2.390645e+00  2.743448e+00 -5.263445e-01  7.179381e-01  6.164456e-01 -5.839018e-01  1.321919e+00  1.481171e-01 -1.293512e+00 -1.585737e+00 -2.626912e+00  1.161586e+00 -1.048930e+00 -5.405638e-01  1.253827e+00 -1.553544e+00 -2.244442e+00 -2.993190e+00  4.570417e-01 -4.739378e-01  6.105798e-01 -8.604030e-01  5.734889e-01  9.844984e-02  2.215250e+00 -5.033026e-01 -9.807040e-01 -1.204593e+00 -3.446521e-01  1.288777e+00 -5.875377e-01 -1.056327e+00  1.284489e+00  6.228254e-01  5.766080e-01 -7.237804e-01 -4.590512e-01 -7.660571e-01 -5.696983e-02 -1.018730e-01 -5.504107e-01 -3.089122e-01 -7.537380e-01  4.655612e-01  2.984708e-01 -4.549043e-01 -4.838055e-01  1.046606e-01  2.835073e-01 -3.709043e-01 -7.455041e-01 -4.070185e-01  9.156523e-01  5.676583e-01 -2.717642e-02 -6.015783e-01  9.192414e-01  3.572730e-01 -1.078633e+00 -6.105689e-01  1.063367e+00  1.973232e-01  8.993172e-01  2.364236e-01 -7.467013e-02  1.248973e-01 -6.612382e-01  1.692065e-01 -5.817015e-01  4.269937e-01  7.280024e-01  7.255435e-02 -7.179855e-01 -1.955790e-01 -3.406288e-01 -3.476752e-01  3.214484e-01  2.838985e-01  4.322229e-01 -8.824653e-01  3.236205e-02  2.475979e-01  2.942600e-01 -2.483448e-01 -3.732453e-01 -3.611808e-01  2.118768e-01 -3.622719e-01  4.546223e-02  1.597253e-01 -1.418099e-01 -4.195661e-02 -5.448944e-02  6.484946e-02 -2.308631e-02  3.962106e-01 -8.422113e-02  1.583014e-02  3.660777e-02  2.000000e+00
