PC1 PC2 PC3 
 0.0084831352 -0.1645764289  0.0064700463  5.0000000000
 0.1128277481  0.0878373130  0.1142824030  5.0000000000
 0.0869345333  0.0879732836  0.0883069795  5.0000000000
 0.1097515998 -0.0820706401  0.1090896081  5.0000000000
-0.0170508118 -0.0310840524 -0.0174914663  5.0000000000
-0.1434098225 -0.0925630027 -0.1450221576  5.0000000000
-0.0919594585  0.0273453861 -0.0919183554  5.0000000000
-0.0075457073  0.0423637424 -0.0070448897  5.0000000000
-0.0756823731  0.1514869732 -0.0740493068  5.0000000000
 0.0621586564 -0.1332848752  0.0607074598  5.0000000000
 0.0344176926 -0.1612846751  0.0325294465  5.0000000000
-0.0293744418  0.1070389099 -0.0281424459  5.0000000000
 0.1340176486 -0.0352542288  0.1340147537  5.0000000000
 0.0533729202  0.0067166433  0.0536291291  5.0000000000
 0.0584146533 -0.1009501459  0.0573522426  5.0000000000
 0.0039315760  0.1126150389  0.0053406224  5.0000000000
 0.0904062325  0.0586385917  0.0914262077  5.0000000000
-0.0406025907  0.1631452844 -0.0387113143  5.0000000000
-0.0419321275 -0.1841491297 -0.0443512439  5.0000000000
 0.0452419016 -0.0596075393  0.0446494157  5.0000000000
-0.1731326727 -0.1041219572 -0.1749846294  5.0000000000
-0.1271716821 -0.1336803127 -0.1292412166  5.0000000000
 0.0256685359  0.0140073862  0.0259253794  5.0000000000
 0.0546372811 -0.1797491744  0.0525856067  5.0000000000
-0.0608069141  0.0706026220 -0.0601285318  5.0000000000
 0.0169150439 -0.1374926397  0.0152650851  5.0000000000
 0.0002367796 -0.1631341679 -0.0017851452  5.0000000000
 0.0250555652 -0.0549576796  0.0244553285  5.0000000000
-0.1465406754 -0.1177379623 -0.1484752975  5.0000000000
 0.1192478135  0.1482571671  0.1214724122  5.0000000000
-0.1073342553  0.0823440876 -0.1066610409  5.0000000000
-0.0893961082 -0.1669683094 -0.0917559850  5.0000000000
 0.1088332049  0.0268628292  0.1095188980  5.0000000000
 0.1482197255  0.0653813462  0.1495106209  5.0000000000
 0.5202041297  1.1248807031 -0.0124897882  6.0000000000
 0.6342517557  1.3171028593  0.1043107073  6.0000000000
 0.5758586543  1.2065597673  0.0443577929  6.0000000000
 0.5794860189  1.0988568826  0.0466615078  6.0000000000
 0.6478111685  1.1065993022  0.1153040304  6.0000000000
 0.5198640988  1.3560185312 -0.0099650550  6.0000000000
 0.5941555257  1.1455840037  0.0619579113  6.0000000000
 0.4116527300  1.1980330043 -0.1204858856  6.0000000000
 0.6617276453  1.2326160448  0.1308280718  6.0000000000
 0.5962993732  1.1502006661  0.0641659466  6.0000000000
 0.6554160616  1.1866355064  0.1239259282  6.0000000000
 0.5792600945  1.3497448896  0.0495455986  6.0000000000
 0.6114063175  1.2361072629  0.0803869892  6.0000000000
 0.5994723960  1.1255558653  0.0670436805  6.0000000000
 0.4644868751  1.1184645393 -0.0684671217  6.0000000000
 0.5672429681  1.2890906296  0.0367374874  6.0000000000
 0.4857623464  1.0074022442 -0.0484997730  6.0000000000
 0.5174386376  1.3169302850 -0.0128830279  6.0000000000
 0.5627459747  1.2585165386  0.0318468371  6.0000000000
 0.4220671749  1.1298282398 -0.1108833649  6.0000000000
 0.6806389608  1.2088522973  0.1495060150  6.0000000000
 0.6328239493  1.1818690718  0.1012015182  6.0000000000
 0.4303899240  1.1316270298 -0.1025113468  6.0000000000
 0.6782301839  1.1600208483  0.1464839751  6.0000000000
 0.6453669238  1.0612592874  0.1122896979  6.0000000000
 0.3835670173  1.1620563559 -0.1491086693  6.0000000000
 0.3642890209  1.0305584600 -0.1700795623  6.0000000000
 0.4777544731  1.1780621074 -0.0544175893  6.0000000000
 0.5344982537  1.2895836223  0.0038927919  6.0000000000
 0.5114810285  1.1565248077 -0.0208487989  6.0000000000
 0.6554214059  1.1180825237  0.1230813050  6.0000000000
 0.4514142631  0.9878536850 -0.0832015264  6.0000000000
 0.4820385558  1.0745155049 -0.0514034949  6.0000000000
 0.5652011997  0.9681632529  0.0307099419  6.0000000000
 0.4650495789  1.4059880036 -0.0643376065  6.0000000000
 0.5698166948  1.3322626328  0.0398548404  6.0000000000
 0.6293106441  1.3260006238  0.0994639093  6.0000000000
 0.5310187990  1.2196779594 -0.0004646929  6.0000000000
 0.3709608541  1.0650921951 -0.1629579303  6.0000000000
 0.6362520473  1.3193613242  0.1063454825  6.0000000000
 0.4365754654  1.0517528076 -0.0972961204  6.0000000000
 0.5135939742  0.9650961246 -0.0211025213  6.0000000000
 0.4427123977  1.4112950268 -0.0866813592  6.0000000000
 0.5994162972  1.2053542024  0.0679768154  6.0000000000
 0.4099867284  1.1194783775 -0.1231312798  6.0000000000
 0.4010755350  1.0754287052 -0.1326175152  6.0000000000
 0.5439853335  1.1455346593  0.0116245546  6.0000000000
 0.6105810852  1.1477109575  0.0784630620  6.0000000000
 0.4321185436  1.3673861974 -0.0978539609  6.0000000000
 0.4060776522  1.1652279560 -0.1264857749  6.0000000000
 0.3985312523  1.1881739818 -0.1337721186  6.0000000000
 0.4565668526  1.1566655833 -0.0759391526  6.0000000000
 0.4855075289  1.1978044397 -0.0463946293  6.0000000000
 0.6027070241  0.9208470138  0.0677506146  6.0000000000
 0.6399343559  1.2667507589  0.1093874062  6.0000000000
 0.6487163997  1.0569694962  0.1155968372  6.0000000000
 0.5835886738  1.0087812014  0.0496606118  6.0000000000
 0.5579117943  1.2093080064  0.0263868598  6.0000000000
 0.5445267306  1.0677715346  0.0112035249  6.0000000000
 0.5007483708  1.3646719948 -0.0290354247  6.0000000000
 0.4409023675  1.2327872196 -0.0907105628  6.0000000000
 0.3836432595  1.1467174811 -0.1492223659  6.0000000000
 0.5946420704  1.0690581570  0.0614971924  6.0000000000
 0.4977093433  1.3046379741 -0.0328286573  6.0000000000
 0.4285212657  1.0518411662 -0.1053753203  6.0000000000
 0.5806237031  1.2924771270  0.0502035653  6.0000000000
 0.6305941371  1.1492049815  0.0985594809  6.0000000000
 0.3782728409  1.0820945070 -0.1554114417  6.0000000000
 0.5059926222  0.9967602764 -0.0283358998  6.0000000000
 0.6601838762  1.1091615718  0.1277485954  6.0000000000
 0.5815187233  1.0831784490  0.0485064021  6.0000000000
 0.4043836420  1.1990115354 -0.1277663928  6.0000000000
 0.3884449833  1.1578870404 -0.1442665937  6.0000000000
 0.4115130761  1.0108751374 -0.1229465525  6.0000000000
 0.4021808322  1.1301114553 -0.1308306283  6.0000000000
 0.4491641913  1.0261807093 -0.0849836738  6.0000000000
 0.4439685829  1.3934946579 -0.0856418097  6.0000000000
 0.6743517658  1.1348980823  0.1422814950  6.0000000000
 0.6390208792  1.1840800385  0.1074459399  6.0000000000
 0.5953751643  1.1007797921  0.0626259765  6.0000000000
 0.5141985438  0.9935576295 -0.0201431002  6.0000000000
 0.6082749231  0.9880910862  0.0741703094  6.0000000000
 0.3975251904  1.0772234378 -0.1361571102  6.0000000000
 0.4531447827  1.0855291495 -0.0802543269  6.0000000000
 0.6812264828  1.1967860846  0.1499458322  6.0000000000
 0.6480119573  1.2573304500  0.1173743773  6.0000000000
 0.6415353090  1.2325668566  0.1105697020  6.0000000000
 0.5222643849  1.1715325937 -0.0098444234  6.0000000000
 0.4394251266  1.4007893955 -0.0901095399  6.0000000000
 0.4076806376  1.1802851895 -0.1246909019  6.0000000000
 0.4354498600  1.2304941392 -0.0962091684  6.0000000000
 0.4746727844  1.1501271515 -0.0578556268  6.0000000000
 0.4177053652  1.0841709300 -0.1158254095  6.0000000000
 0.4026318392  1.1149382718 -0.1305662915  6.0000000000
 0.4428380582  1.3889350483 -0.0868325318  6.0000000000
 0.4614572039  1.0280755570 -0.0726273374  6.0000000000
 0.3563127866  1.0357111720 -0.1780177516  6.0000000000
 0.5239051156  1.0116616374 -0.0101806082  6.0000000000
 0.6466035726  1.0936680079  0.1139321874  6.0000000000
 0.4167816481  1.0432619850 -0.1172593474  6.0000000000
 1.0060891231 -1.3775491567 -0.1043847404  7.0000000000
 1.0157770278 -1.4179304345 -0.0951661319  7.0000000000
 1.0969678652 -1.6044566411 -0.0160249629  7.0000000000
 1.2506912157 -1.3953870188  0.1407886983  7.0000000000
 1.1157580127 -1.5341558542  0.0036977209  7.0000000000
 1.1254848200 -1.4084090025  0.0150151719  7.0000000000
 0.9595331960 -1.5117291994 -0.1527552011  7.0000000000
 1.1568652886 -1.5662634958  0.0445400845  7.0000000000
 1.1543242559 -1.4621806899  0.0432813360  7.0000000000
 1.0448557153 -1.4725700113 -0.0666707020  7.0000000000
 1.0560424818 -1.6301034896 -0.0574009395  7.0000000000
 1.1962988374 -1.6938958670  0.0825188919  7.0000000000
 1.1616019812 -1.6224761990  0.0485951457  7.0000000000
 1.0082130401 -1.4286874606 -0.1028880030  7.0000000000
 1.0006584947 -1.4247669882 -0.1104184155  7.0000000000
 1.1012857743 -1.7238829763 -0.0131738245  7.0000000000
 1.0541327629 -1.3004242033 -0.0552291697  7.0000000000
 1.1994364206 -1.6262172410  0.0865057846  7.0000000000
 1.0683798982 -1.6031461713 -0.0446893072  7.0000000000
 1.1919287179 -1.6826285027  0.0782743165  7.0000000000
 1.1967213280 -1.7690499908  0.0820109193  7.0000000000
 1.0718035859 -1.4957910154 -0.0399234357  7.0000000000
 1.1665427155 -1.5036276944  0.0550254845  7.0000000000
 1.1100377303 -1.6593317333 -0.0035931445  7.0000000000
 0.9692519547 -1.5880220510 -0.1439509044  7.0000000000
 1.1264241085 -1.7294581656  0.0119768321  7.0000000000
 1.1855899138 -1.5518454048  0.0735365473  7.0000000000
 1.1044592296 -1.5979865644 -0.0084291041  7.0000000000
 0.9475500608 -1.6492635370 -0.1664824430  7.0000000000
 1.0443191619 -1.4433848008 -0.0668471280  7.0000000000
 1.2055770622 -1.3791913903  0.0957291826  7.0000000000
 1.1463365921 -1.5563393581  0.0341003236  7.0000000000
 1.0160402899 -1.5303121678 -0.0962954321  7.0000000000
 1.1251378997 -1.3387043124  0.0155313923  7.0000000000
 1.0209289513 -1.4752121074 -0.0907077485  7.0000000000
 1.2558031698 -1.5285355567  0.1442663135  7.0000000000
 1.1177952501 -1.5363980671  0.0057137579  7.0000000000
 1.0670789390 -1.3761155890 -0.0431795412  7.0000000000
 1.2288152593 -1.4567885119  0.1180805494  7.0000000000
 1.1487285326 -1.6742148658  0.0350384818  7.0000000000
 1.1269889159 -1.7190438422  0.0126725961  7.0000000000
 0.9698977848 -1.4917620236 -0.1421094589  7.0000000000
 1.2384269772 -1.4828170375  0.1274006832  7.0000000000
 1.1495465965 -1.6562872752  0.0360814795  7.0000000000
 1.1357537390 -1.3594337469  0.0259246041  7.0000000000
 1.1030671822 -1.5489364994 -0.0092174927  7.0000000000
 1.0749719512 -1.5249190983 -0.0371059624  7.0000000000
 1.0921283790 -1.4311805767 -0.0187316883  7.0000000000
 1.0485639283 -1.3317568755 -0.0612045397  7.0000000000
 1.1922299085 -1.5520185887  0.0801959084  7.0000000000
 1.2109404681 -1.6063923754  0.0982929130  7.0000000000
 1.2052330505 -1.4709554175  0.0942462790  7.0000000000
 1.0505226779 -1.4272814716 -0.0604238481  7.0000000000
 1.2018547452 -1.5358861215  0.0900519554  7.0000000000
 0.9382548988 -1.6180517585 -0.1754207283  7.0000000000
 1.1142305828 -1.5852907624  0.0015313231  7.0000000000
 1.1096769245 -1.4613196140 -0.0014999774  7.0000000000
 1.0523045990 -1.3792660411 -0.0580408127  7.0000000000
 1.0737805434 -1.6925336453 -0.0403794743  7.0000000000
 0.9886014215 -1.5754921040 -0.1243833867  7.0000000000
 1.1516386255 -1.7545338130  0.0369621331  7.0000000000
 1.0705723519 -1.5378376758 -0.0416799933  7.0000000000
 0.9739871638 -1.4594952395 -0.1376067560  7.0000000000
 0.9958150704 -1.5835144838 -0.1172458345  7.0000000000
 1.1382257358 -1.7194937656  0.0239402450  7.0000000000
 1.1550499037 -1.5367021868  0.0430853467  7.0000000000
 1.0737845521 -1.3338030095 -0.0359275703  7.0000000000
 1.1826148879 -1.7226566257  0.0684340028  7.0000000000
 1.0475856652 -1.4906573477 -0.0641561710  7.0000000000
 1.0629753151 -1.6407581871 -0.0505777507  7.0000000000
 1.0028983002 -1.4544966141 -0.1085399691  7.0000000000
 1.1857731967 -1.6773550511  0.0721642365  7.0000000000
 1.2252753495 -1.5263864812  0.1136662286  7.0000000000
 0.9293161981 -1.6632640905 -0.1849489759  7.0000000000
 1.0664766453 -1.7252359977 -0.0481125119  7.0000000000
 0.9997536450 -1.3853560269 -0.1108375425  7.0000000000
 0.9485054805 -1.6321346437 -0.1653115474  7.0000000000
 1.0080415294 -1.3718260360 -0.1023550475  7.0000000000
 1.1189493187 -1.4359392216  0.0081171496  7.0000000000
 1.0423454885 -1.6547064095 -0.0714473617  7.0000000000
 1.0634991062 -1.7221074946 -0.0510609083  7.0000000000
 1.0480757909 -1.6994261388 -0.0662529705  7.0000000000
 1.1819503349 -1.6199095225  0.0690412526  7.0000000000
 1.0842750177 -1.5507511362 -0.0280930438  7.0000000000
 1.1777977274 -1.7664398099  0.0630583693  7.0000000000
 1.1315885323 -1.4036339515  0.0211978660  7.0000000000
 1.1973989437 -1.4568797126  0.0865613134  7.0000000000
 1.0928021636 -1.3757493673 -0.0173684320  7.0000000000
 1.1310121473 -1.4556270799  0.0199749534  7.0000000000
 0.9832186358 -1.4373268676 -0.1280705093  7.0000000000
 1.0473754237 -1.4006677366 -0.0632513172  7.0000000000
 1.0843432540 -1.6504183459 -0.0292603549  7.0000000000
 1.1752453028 -1.7400857522  0.0608244374  7.0000000000
 1.0096997275 -1.6092755533 -0.1036356009  7.0000000000
 0.9481436419 -1.6065609368 -0.1653574713  7.0000000000
 0.9851827349 -1.4186865574 -0.1258689262  7.0000000000
 1.0342462970 -1.4413744987 -0.0769277036  7.0000000000
 1.0035394020 -1.5943561198 -0.1096309008  7.0000000000
 1.1882379620 -1.7325799792  0.0739522567  7.0000000000
 1.1501112964 -1.4209115056  0.0395664209  7.0000000000
 1.5922604082 -0.1916921564 -0.0499375961  8.0000000000
 1.6684094275 -0.4562416145  0.0231780131  8.0000000000
 1.7122817894 -0.3644763967  0.0683303146  8.0000000000
 1.7809591338 -0.2767180892  0.1383182860  8.0000000000
 1.5691197860 -0.4670081095 -0.0765668225  8.0000000000
 1.6937655634 -0.4582097996  0.0485919001  8.0000000000
 1.7177233656 -0.4225116067  0.0730699461  8.0000000000
 1.5939642871 -0.4303566440 -0.0511873850  8.0000000000
 1.6610364594 -0.5581998555  0.0145169815  8.0000000000
 1.7208442368 -0.4829460954  0.0754516050  8.0000000000
 1.6371488711 -0.5053621807 -0.0087928716  8.0000000000
 1.5390702822 -0.2175940200 -0.1036212152  8.0000000000
 1.7572055271 -0.3193618905  0.1139589787  8.0000000000
 1.6390372476 -0.4976965265 -0.0068033307  8.0000000000
 1.6682241251 -0.2688296312  0.0253158216  8.0000000000
 1.6240697865 -0.4189219534 -0.0208425649  8.0000000000
 1.7365961727 -0.2801516580  0.0937690151  8.0000000000
 1.5384941758 -0.3780321945 -0.1061884527  8.0000000000
 1.5188997771 -0.3352452667 -0.1253158248  8.0000000000
 1.5745907858 -0.3929432922 -0.0701597708  8.0000000000
 1.5545758088 -0.3079863117 -0.0891862196  8.0000000000
 1.5692477421 -0.4264128766 -0.0759351136  8.0000000000
 1.7204152147 -0.4215283858  0.0757827078  8.0000000000
 1.7496734783 -0.3739426993  0.1057257813  8.0000000000
 1.5942061909 -0.1428687780 -0.0473801505  8.0000000000
 1.7077028204 -0.4329519883  0.0628874844  8.0000000000
 1.7890180262 -0.2785880466  0.1463801039  8.0000000000
 1.6236240311 -0.4366312166 -0.0215093408  8.0000000000
 1.7653392449 -0.2360998296  0.1231514118  8.0000000000
 1.5648628945 -0.3051844951 -0.0788310639  8.0000000000
 1.5242203468 -0.3611752697 -0.1202995212  8.0000000000
 1.4811803535 -0.4482950783 -0.1645591590  8.0000000000
 1.6441086944 -0.4681196651 -0.0013487303  8.0000000000
 1.7511643782 -0.3145977122  0.1079573272  8.0000000000
 1.7099820136 -0.4018667711  0.0655594862  8.0000000000
 1.5532551699 -0.2565652483 -0.0898735704  8.0000000000
 1.6508942885 -0.5087517436  0.0049550543  8.0000000000
 1.4996382339 -0.4779275094 -0.1464088855  8.0000000000
 1.7511724415 -0.5320233499  0.1052695676  8.0000000000
 1.6904751941 -0.2575602986  0.0477787125  8.0000000000
 1.5330768377 -0.3654887023 -0.1114678170  8.0000000000
 1.5871363196 -0.4684756114 -0.0585101104  8.0000000000
 1.6855120047 -0.5708657856  0.0389147840  8.0000000000
 1.5791808652 -0.4873082384 -0.0667248454  8.0000000000
 1.6535158584 -0.1745170334  0.0117292768  8.0000000000
 1.6637460213 -0.3898221662  0.0193230286  8.0000000000
 1.5987758734 -0.1590499517 -0.0429962916  8.0000000000
 1.7345436717 -0.5787821438  0.0880071603  8.0000000000
 1.5824986972 -0.2739109985 -0.0607503624  8.0000000000
 1.5916454346 -0.2140334818 -0.0508315712  8.0000000000
 1.7270019459 -0.4485166176  0.0820561545  8.0000000000
 1.6704985814 -0.5460993543  0.0241597945  8.0000000000
 1.7189375100 -0.5531907978  0.0726677400  8.0000000000
 1.6303620817 -0.4332444678 -0.0147074666  8.0000000000
 1.6493956185 -0.2729866879  0.0063747671  8.0000000000
 1.7300364362 -0.4764817915  0.0847537379  8.0000000000
 1.5456487256 -0.4933952673 -0.1004411026  8.0000000000
 1.7164833507 -0.5694774355  0.0700036920  8.0000000000
 1.5608007987 -0.2427945491 -0.0821327514  8.0000000000
 1.6308149533 -0.2595441290 -0.0120994264  8.0000000000
 1.5863598567 -0.5128460304 -0.0598392355  8.0000000000
 1.6940410134 -0.2027563399  0.0520355965  8.0000000000
 1.7079203710 -0.4323506376  0.0631131960  8.0000000000
 1.5288328344 -0.2676625640 -0.1145126298  8.0000000000
 1.5663414891 -0.5047825385 -0.0798224843  8.0000000000
 1.6291495890 -0.5380692210 -0.0172236045  8.0000000000
 1.7922754724 -0.3096094977  0.1492634709  8.0000000000
 1.6257786049 -0.2385496324 -0.0168917830  8.0000000000
 1.7215908159 -0.2547107318  0.0790304813  8.0000000000
 1.4723208933 -0.4805992801 -0.1738478622  8.0000000000
 1.7213350169 -0.4413397562  0.0764598501  8.0000000000
 1.7178044728 -0.2998585237  0.0746720852  8.0000000000
 1.8170705413 -0.2503549253  0.1748735708  8.0000000000
 1.6018108794 -0.5222708180 -0.0444550085  8.0000000000
 1.6532013729 -0.4380244891  0.0081465572  8.0000000000
 1.7800337489 -0.3336348021  0.1366841955  8.0000000000
 1.5297966215 -0.3840706314 -0.1149890575  8.0000000000
 1.5496292109 -0.3009110955 -0.0940611194  8.0000000000
 1.7163004231 -0.3332939338  0.0727485985  8.0000000000
 1.7455486435 -0.2841587812  0.1027008080  8.0000000000
 1.5727552731 -0.2505832806 -0.0702361163  8.0000000000
 1.7043604965 -0.4745488142  0.0590185745  8.0000000000
 1.5219081598 -0.2651795302 -0.1214289536  8.0000000000
 1.6217279744 -0.3343461570 -0.0221433137  8.0000000000
 1.7863484199 -0.2742230917  0.1437559688  8.0000000000
 1.6156931943 -0.2581498088 -0.0272528921  8.0000000000
 1.7635658560 -0.3923394091  0.1194350708  8.0000000000
 1.7262396819 -0.2499126553  0.0837539008  8.0000000000
 1.7706790733 -0.4051925725  0.1264119694  8.0000000000
 1.7213243419 -0.4973311753  0.0757549058  8.0000000000
 1.6868742483 -0.6007277869  0.0399111839  8.0000000000
 1.6614645917 -0.2523841056  0.0187382944  8.0000000000
 1.5998639385 -0.4032364326 -0.0449323565  8.0000000000
 1.5523244205 -0.4216725947 -0.0928544927  8.0000000000
 1.7113690235 -0.1948878827  0.0695173104  8.0000000000
 1.7369024457 -0.4046943964  0.0925320816  8.0000000000
 1.6722980641 -0.4492740638  0.0271656393  8.0000000000
 1.6790305605 -0.4105235802  0.0344004143  8.0000000000
 1.7471385817 -0.2341230862  0.1049162876  8.0000000000
 1.5031906965 -0.4400483571 -0.1423752513  8.0000000000
 2.2800789045  0.6641961770  0.1023948347  9.0000000000
 2.2105866405  0.7807508557  0.0341225694  9.0000000000
 2.2075840637  0.7775585340  0.0310706828  9.0000000000
 2.1320127453  0.7073627257 -0.0456158427  9.0000000000
 2.1316976516  0.7512797591 -0.0453874323  9.0000000000
 2.3013981319  0.9417112878  0.1272240322  9.0000000000
 2.1455098268  0.7767723300 -0.0312144243  9.0000000000
 2.2909464151  0.9438352270  0.1167647862  9.0000000000
 2.0762946812  0.8913994252 -0.0992325733  9.0000000000
 2.2932675512  0.7816600848  0.1170826418  9.0000000000
 2.2622337678  0.6060965929  0.0837715057  9.0000000000
 2.2091142160  0.7619365510  0.0324120967  9.0000000000
 2.2014660768  0.9231367753  0.0267378903  9.0000000000
 2.2479706055  0.5714783075  0.0690329001  9.0000000000
 2.1283362968  0.7223895751 -0.0491178859  9.0000000000
 2.1263766100  0.8685910020 -0.0492711783  9.0000000000
 2.1465852506  0.6753862109 -0.0313925973  9.0000000000
 2.1649437288  0.9558420207 -0.0094972803  9.0000000000
 2.0161016200  0.7147994532 -0.1618103153  9.0000000000
 2.2016169219  0.9325827684  0.0270063445  9.0000000000
 2.2963175666  0.9329101109  0.1220178804  9.0000000000
 2.1953270857  0.6079826854  0.0166714298  9.0000000000
 2.0424606586  0.7023063442 -0.1355207741  9.0000000000
 2.2405584608  0.7411192991  0.0637001096  9.0000000000
 2.1428802776  0.9161357887 -0.0321245331  9.0000000000
 2.0643650811  0.8921268105 -0.1111918068  9.0000000000
 2.0347328112  0.7011724132 -0.1432877195  9.0000000000
 2.2152405754  0.6886159559  0.0376492074  9.0000000000
 2.1043067309  0.7881994673 -0.0724093348  9.0000000000
 2.2509225163  0.8201358472  0.0750774669  9.0000000000
 2.3271335397  0.8635600787  0.1520738306  9.0000000000
 2.0436582499  0.7956545604 -0.1331618831  9.0000000000
 2.1000406741  0.6676549985 -0.0781838383  9.0000000000
 2.1698830261  0.9631912557 -0.0044508568  9.0000000000
 2.1834912204  0.6513888509  0.0053354068  9.0000000000
 2.1969007043  0.8021985131  0.0206582189  9.0000000000
 2.1517590559  1.0056564329 -0.0221070255  9.0000000000
 2.1709580487  0.7776072900 -0.0056733969  9.0000000000
 2.1509886893  0.8355130134 -0.0249894875  9.0000000000
 2.0978473098  0.8005060843 -0.0787370955  9.0000000000
 2.0949505757  0.7320608511 -0.0824918639  9.0000000000
 2.2652457877  0.7175423367  0.0881750945  9.0000000000
 2.0360020063  0.6566933384 -0.1425659059  9.0000000000
 2.2684043040  0.5719747295  0.0895389594  9.0000000000
 2.3395453474  0.8837369074  0.1647760243  9.0000000000
 2.1083413031  0.7784953621 -0.0684820111  9.0000000000
 2.0813614264  0.8100379792 -0.0951582080  9.0000000000
 2.3051287619  0.8955317383  0.1303941717  9.0000000000
 2.2838177297  0.8368078484  0.1082859769  9.0000000000
 2.1636894609  0.7782625825 -0.0129574101  9.0000000000
 2.2215542278  0.9043831069  0.0466586018  9.0000000000
 2.2457901881  0.8164555489  0.0698828780  9.0000000000
 2.1962197854  0.9263261520  0.0215141458  9.0000000000
 2.1026605186  0.6960727960 -0.0752031546  9.0000000000
 2.2669975811  0.8799395403  0.0919461181  9.0000000000
 2.1468374768  0.9851690690 -0.0272985724  9.0000000000
 2.0842896489  0.9376499603 -0.0906382438  9.0000000000
 2.2883343358  0.6813779370  0.1108900495  9.0000000000
 2.0638078056  0.6382653882 -0.1148985023  9.0000000000
 2.1423448212  0.9876567748 -0.0317749394  9.0000000000
 2.0487825817  0.6840128458 -0.1294051880  9.0000000000
 2.2654749722  0.5844400530  0.0867546933  9.0000000000
 2.0085706841  0.6562453449 -0.1700916609  9.0000000000
 2.1324395417  0.6049802248 -0.0464570987  9.0000000000
 2.2810738100  0.6364286323  0.1030486754  9.0000000000
 2.0640243739  0.7928787147 -0.1127641898  9.0000000000
 2.1574492586  0.6606646797 -0.0206759211  9.0000000000
 2.0698318102  0.8108232510 -0.1067154439  9.0000000000
 2.3043956306  0.7136121220  0.1274030533  9.0000000000
 2.2515552815  0.6909485557  0.0741104959  9.0000000000
 2.1596114653  0.9047950828 -0.0154797487  9.0000000000
 2.0509355457  0.6927201620 -0.1271372868  9.0000000000
 2.3223164058  0.7641875941  0.1460089749  9.0000000000
 2.2039760880  0.8231771778  0.0280166402  9.0000000000
 2.1402857799  0.6496516360 -0.0380315601  9.0000000000
 2.1840674395  0.7481740848  0.0071135278  9.0000000000
 2.2403754949  0.5606265868  0.0612786312  9.0000000000
 2.1552627623  0.8981558358 -0.0199248614  9.0000000000
 2.2093127278  0.7649798738  0.0326489857  9.0000000000
 2.2324671491  0.9380011156  0.0580237091  9.0000000000
 2.0407726875  0.7457557309 -0.1366754877  9.0000000000
 2.3145070045  0.7382327481  0.1378524582  9.0000000000
 2.3021691477  0.6880570974  0.1248525012  9.0000000000
 2.0583974490  0.8305269754 -0.1179425473  9.0000000000
 2.0316700401  0.7530309878 -0.1457174223  9.0000000000
 2.1696521042  1.0015244333 -0.0042072358  9.0000000000
 2.1186166553  0.7836685029 -0.0581092250  9.0000000000
 2.1845319316  0.7095159548  0.0071002049  9.0000000000
 2.2306386127  0.8760735648  0.0554214117  9.0000000000
 2.1800988852  0.8529619520  0.0044313746  9.0000000000
 2.0944560297  0.7403964488 -0.0828846595  9.0000000000
 2.0437038951  0.8122274589 -0.1329106034  9.0000000000
 2.2222101090  0.9395895565  0.0477531309  9.0000000000
 2.0890383768  0.7471219234 -0.0882364770  9.0000000000
 2.2057049703  0.8490504324  0.0300719253  9.0000000000
 2.2079398309  0.8918718113  0.0328449669  9.0000000000
 2.2927267593  0.8162816673  0.1169693688  9.0000000000
 2.0799078600  0.9380244302 -0.0950295867  9.0000000000
 2.0478448137  0.7192681212 -0.1299088661  9.0000000000
 2.3281991786  0.8008523423  0.1523654123  9.0000000000
